1.536951101904588946e-01,-2.906006574630736194e-01,1.101498901844024658e-01
1.918355981727842829e-01,-2.953243851661682129e-01,1.115346848964691162e-01
1.075473863295469124e-01,-2.908851048637938197e-01,1.113309562206268311e-01
-3.045865810412208274e-01,4.485371455090388371e-01,1.115929186344146729e-01
2.665590229736212180e-01,-2.931672334671020508e-01,1.099746525287628174e-01
2.669210668631645245e-01,2.867118113216441389e-01,1.100887358188629150e-01
-3.305140270173275718e-01,2.126312128196818363e-01,1.133877933025360107e-01
7.209216059789658182e-02,-2.947146892547607422e-01,1.109671294689178467e-01
-4.418883323669433594e-01,4.781874560939216035e-01,1.090298529699789964e-01
1.650246118402823869e-01,-2.973673343658446155e-01,1.102816164493560791e-01
8.581342790249602004e-02,8.775221942047939372e-02,1.105792224407196045e-01
4.387342341165030857e-01,-2.904163002967834473e-01,1.066703498363494873e-01
4.473015961994408762e-02,-2.905605575926383244e-01,1.109361946582794189e-01
2.107826383521116398e-02,3.879367536038563213e-01,1.099920570850372314e-01
7.417571941559020221e-02,4.039324324962730861e-01,1.101666986942291260e-01
2.269635771514978972e-01,-2.920167446136474609e-01,1.094082891941070557e-01
1.535860603476616459e-01,3.501064280005590224e-01,1.092401444911956787e-01
-1.534010038638952134e-01,3.536639247540171449e-01,1.111622750759124756e-01
-3.645981132213355069e-01,3.919331653622374345e-01,1.124773323535919189e-01
-4.378038644790649414e-01,-2.669990765477658901e-01,1.150099933147430420e-01
2.663201771565648635e-01,4.034886631710257743e-01,1.104572713375091553e-01
3.562878152942539067e-02,8.869795177946038223e-02,1.104956567287445068e-01
2.552854484228087029e-01,4.441425751736800542e-01,1.089561879634857178e-01
-3.049800446735351223e-02,-2.898390889167785645e-01,1.114154160022735596e-01
-4.586516896355041784e-02,-2.938815951347351074e-01,1.137057244777679443e-01
1.060240502942342289e-01,-2.947589159011839710e-01,1.102220118045806885e-01
2.102980745421881292e-01,-2.944518923759459339e-01,1.113091409206390381e-01
2.234498566394819141e-01,3.867277015316832323e-01,1.099708378314971924e-01
3.073038301024030861e-01,-2.927191257476805530e-01,1.078698337078094482e-01
1.624335265859467858e-01,1.464583638742363858e-01,1.096650660037994385e-01
3.644931024837998468e-01,-2.944712176767723122e-01,1.102484762668609619e-01
-4.512267708778379127e-01,3.360966385077820973e-01,9.347073200368216650e-02
1.449333738697446416e-01,4.448739199142831002e-01,1.097073853015899658e-01
3.620698020101096315e-01,-2.915821671485900879e-01,1.071055233478546143e-01
-8.674043168028378048e-02,-2.954710721969604492e-01,1.118150055408477783e-01
9.615138153026653312e-02,-2.889249324798586205e-01,1.111936271190643311e-01
-1.278734992668600912e-01,1.509656999725879079e-01,1.127880513668060303e-01
2.543735046638415653e-01,4.037042660318787002e-01,1.106074154376983643e-01
-4.424462318420409046e-01,4.460651633926532855e-01,9.883159056377692486e-02
2.956009897645933693e-01,3.866475017346703846e-01,1.102281510829925537e-01
-1.370031503243706039e-01,2.913630543939852990e-01,1.124970614910125732e-01
-4.335656125173579234e-01,-2.832335233688354492e-01,9.088789295591609418e-02
4.547835009456879796e-01,-2.916915416717531517e-01,1.061235368251800537e-01
9.690040608701600000e-02,-2.923896312713623047e-01,1.108811795711517334e-01
2.313622026712630064e-01,-2.947393655776976429e-01,1.101359426975250244e-01
-8.291870585225791235e-02,3.902260651516902268e-01,1.117421686649322510e-01
7.789918722485955627e-02,-2.913478451675280967e-01,1.111521422863006592e-01
7.800573233342378288e-03,3.530450858246077517e-01,1.107488572597503662e-01
-1.755842314949539462e-01,-2.942367792129516602e-01,1.128844320774078369e-01
1.910169393833149876e-03,-2.894343734163092874e-01,1.113050878047943115e-01
2.773269884621200054e-01,-2.966976761817932129e-01,1.094305813312530518e-01
-3.094763596616662005e-01,-2.891834378242491566e-01,1.141180098056793213e-01
1.507240037371803121e-01,1.467556372061910031e-01,1.104229390621185303e-01
-1.412779673317967610e-01,4.482116461480623593e-01,1.113062798976898193e-01
2.318351319856560289e-01,3.868020045513122507e-01,1.093594133853912354e-01
-3.063818120072873130e-01,3.568918551459306920e-01,1.120459735393524170e-01
8.612676915749917228e-02,4.043384330592645903e-01,1.104287803173065186e-01
3.281381615405533081e-01,-2.928947806358336292e-01,1.083597242832183838e-01
1.526614066043304740e-01,-2.957062721252441406e-01,1.107389628887176514e-01
-2.568181472455919323e-01,2.120994853243806655e-01,1.130498945713043213e-01
-3.869004423349520216e-01,2.947664737256877610e-01,1.134259402751922607e-01
-3.349585284871233748e-01,-2.907946109771728516e-01,1.137894690036773682e-01
1.315507677580334267e-01,-2.893379926681518555e-01,1.095924079418182373e-01
2.109517389645954033e-02,1.483776917339670876e-01,1.113488972187042236e-01
-4.805026650428770862e-01,2.543650897626004159e-02,9.451398019022579089e-02
-3.310146097092624418e-01,-2.915491461753845215e-01,1.139635741710662842e-01
1.730433688233556366e-01,-2.953572273254393421e-01,1.114469468593597412e-01
3.868096749893757957e-01,1.457514913619808450e-01,1.096099317073822021e-01
1.813958787900257219e-01,-2.928134077946685787e-01,1.101202666759490967e-01
1.752076797803392427e-02,2.096560415079146145e-01,1.116378605365753174e-01
2.750505558688564056e-01,3.501356108866649497e-01,1.093725264072418213e-01
2.903175261815465480e-01,-2.937072113798643302e-01,1.101662218570709229e-01
-4.338757991790771484e-01,2.721207552234067295e-01,1.138323843479156494e-01
-4.446909427642822266e-01,-1.517481216877261119e-01,8.784053557222679109e-02
1.808666177538615916e-01,-2.927983216219548490e-01,1.101292073726654053e-01
-1.135522552887001657e-01,-2.875807881355284534e-01,1.117997467517852783e-01
3.907573897569125987e-01,-2.918099164962768555e-01,1.066506803035736084e-01
-4.292643070220947266e-01,3.994642206152729802e-01,1.114527881145477295e-01
1.765339801228688055e-01,-2.910832166671752930e-01,1.087251007556915283e-01
-2.650795210719092410e-02,-2.833718061447142444e-01,9.631370729028748690e-02
-1.223183232291218392e-01,3.902591598658263772e-01,1.116963922977447510e-01
-2.299353381658705286e-01,1.532649293909060795e-01,1.132398545742034912e-01
-2.881629266829934810e-01,-2.801598310470581055e-01,8.684808723211374926e-02
1.810407021904875124e-01,4.453480114819809987e-01,1.093780100345611572e-01
