-1.038889647126836069e-01,-3.535196782863264664e-02,-1.474222059244763294e-02,-1.173297588340203867e-02,-1.898447681547360544e-01
-1.022655608075050404e-01,-2.085806559611574906e-02,6.772967895176520980e-03,6.084562468063284268e-03,-2.583273916626430688e-01
7.495277497925700860e-02,7.017063343410054332e-02,6.504468956728878815e-02,3.017745163150856169e-02,-3.379656076431274414e-01
-9.944026312738096784e-02,3.298673697237686220e-03,4.302943825721738946e-02,3.630628832106316817e-02,-5.323535271410673175e-02
1.585324123965698995e-01,8.825784840738193360e-02,5.452770353625453759e-02,8.170617554582676467e-03,-3.330887556076047584e-01
2.070469093422580009e-01,1.198479109904077577e-01,8.144394453735399886e-02,1.999565144074907930e-02,-3.280736207962035023e-01
3.456139017145975489e-01,1.965767635113020162e-01,1.382288254530593674e-01,3.331638671589560313e-02,-3.129097223281862572e-01
3.688626367978311005e-01,2.160381328697870695e-01,1.583277523128597264e-01,4.250458132202168671e-02,-3.092314004898071289e-01
-1.005309298287087039e-01,-9.257414467275598691e-02,2.165757714201099748e-02,-3.699008231564615556e-02,4.582234299954494605e-01
-9.960761362490544446e-02,-8.631794755800714647e-02,3.246527251515299306e-02,-2.837394775981752493e-02,4.455401031719845584e-01
-9.778220378435553695e-02,-7.337811717620257301e-02,5.470390182275042257e-02,-1.080736664625309151e-02,5.012014671472402316e-01
-9.695979341957139397e-02,-6.730219925412483928e-02,6.518208203108413756e-02,-2.762213627003712313e-03,5.056750189443552923e-01
-1.030549066084396337e-01,-1.132133863926881312e-01,-1.284042027144305376e-02,-6.372154429110890583e-02,-3.102583608107178925e-02
-1.023725510077831968e-01,-1.078597807384796825e-01,-3.900612801150532549e-03,-5.677234413193876783e-02,-3.506246481653985114e-02
-9.918652981733955265e-02,-8.389203511446308159e-02,3.679657682658052376e-02,-2.508575586807174074e-02,1.516177654266356312e-01
-9.785034573632311883e-02,-7.411795637033286033e-02,5.357078773399248650e-02,-1.191950888529313968e-02,3.301776471707713045e-01
-1.039930783317235541e-01,-1.205447794825993402e-01,-2.511891214183328835e-02,-7.332073104992181678e-02,-1.901785378347182753e-01
-1.023167107612676929e-01,-1.076547090756998504e-01,-3.522306680679321289e-03,-5.651190781384793360e-02,-2.585376150058935618e-01
7.501056211623102765e-02,6.998274469816045951e-05,5.746511739932426421e-02,-1.999828707136318273e-02,-3.380919098854063831e-01
-9.920012806646993919e-02,-8.427340470678446049e-02,3.618974501073732308e-02,-2.564183142938469828e-02,-5.254719759525838807e-02
1.581926473872490302e-01,2.868621170127810815e-02,4.712482945793584899e-02,-3.478736769524301553e-02,-3.332092165946960449e-01
2.067090117918900516e-01,6.409445845791306162e-02,7.439894724580570218e-02,-2.014162215439163628e-02,-3.282381296157836914e-01
3.453132710789388882e-01,1.543161140096480088e-01,1.328962973699271133e-01,2.995260651503073301e-03,-3.130745887756347656e-01
3.688081541098575111e-01,1.755999530809287668e-01,1.536081720409671336e-01,1.367858169306315763e-02,-3.093940019607543945e-01
