-5.811548686027521171e-01,-1.977589080333710392e-01,-8.246798199415206199e-02,-6.563426709175090856e-02,-1.061991633057592921e+00,5.499999999999999112e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.045999999999999819e+00,5.099999999999998757e+00
-5.605175387859349101e-01,-1.143230575323106457e-01,3.712263703346252441e-02,3.334948688745464906e-02,-1.415892433702946818e+00,5.500000000000000888e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.046000000000000263e+00,5.498000000000001108e+00
5.055564672350882915e-01,4.733009225130078157e-01,4.387264311313630039e-01,2.035469112545253978e-01,-2.279578023552894628e+00,5.500000000000000000e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.045999999999999819e+00,7.350999999999999979e+00
-5.270333945751186633e-01,1.748297059535985909e-02,2.280560227632522086e-01,1.924233281016345387e-01,-2.821473693847655895e-01,5.500000000000000000e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.046000000000000263e+00,4.434999999999999609e+00
1.273015271544456262e+00,7.087105227112773242e-01,4.378574593961239714e-01,6.561005896329885623e-02,-2.674702707529065471e+00,5.500000000000000888e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.046000000000000041e+00,8.396999999999998465e+00
1.780189326524733495e+00,1.030452338695525771e+00,7.002550351321694677e-01,1.719226110875604618e-01,-2.820776991605756123e+00,5.500000000000000000e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.046000000000000041e+00,9.039999999999997371e+00
3.927210765182969965e+00,2.233701763778924487e+00,1.570694143623113437e+00,3.785741022527215893e-01,-3.555593174815179225e+00,5.500000000000000000e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.046000000000000041e+00,1.183900000000000219e+01
4.351841388940812294e+00,2.548817891597747298e+00,1.867950821787118798e+00,5.014690504372119051e-01,-3.648312062978744663e+00,5.500000000000000000e+00,2.261000000000000121e+00,8.060000000000000497e-01,1.046000000000000041e+00,1.237700000000000067e+01
-5.389463148117075164e-01,-4.962899895906449643e-01,1.161062710583209423e-01,-1.983038312941789449e-01,2.456535808205604354e+00,5.500000000000000888e+00,2.732000000000000206e+00,8.549999999999999822e-01,1.383000000000000007e+00,1.673000000000000043e+00
-5.286176055073728008e-01,-4.580893476903438177e-01,1.722932012379168043e-01,-1.505805407613516333e-01,2.364481327533721977e+00,5.499999999999999112e+00,2.732000000000000206e+00,8.549999999999999822e-01,1.383000000000000007e+00,1.786000000000000032e+00
