-1.062090159059209116e-01,-1.150206329143171891e-02,-1.498625690931927601e-02,-1.080232066344396363e-01,-2.658717442632870798e-01
-1.047439219372657826e-01,1.375513167260478120e-04,-4.839125073884814610e-04,-9.066820032643134464e-02,-3.318047194862819849e-01
7.770871493973674493e-02,7.173400366191426403e-02,1.621246674796048004e-02,-5.871967230132987825e-02,-4.212786555290222168e-01
-1.024204953661504991e-01,1.972285277438612372e-02,2.326176643371580255e-02,-6.136741093869482744e-02,-1.220867044520828060e-01
1.641285136805969991e-01,8.524042287027255860e-02,-2.704601871269571300e-03,-7.537384536465255302e-02,-4.271613359451291725e-01
2.147013974289584404e-01,1.088108593127039003e-01,6.446176731300837237e-03,-6.080292980181226103e-02,-4.257531166076659046e-01
3.601153541605814357e-01,1.639670921570081930e-01,1.603820097758023450e-02,-3.852082989978127675e-02,-4.260221719741823510e-01
3.849895675114846649e-01,1.776507746811579191e-01,2.319838996811789122e-02,-2.803940821712473663e-02,-4.245591163635253906e-01
-1.035093739281349734e-01,-7.449960238874414609e-02,6.257241949330638597e-03,-1.338178128521070320e-01,3.870425499257167945e-01
-1.028199463504303468e-01,-6.951960032328119432e-02,1.315835949692636953e-02,-1.256368518077835283e-01,3.759949533688229373e-01
-1.013676615861743846e-01,-5.919867882361773415e-02,2.747045021790728292e-02,-1.088005319008459870e-01,4.347142144349905313e-01
-1.004627583930211010e-01,-5.455541814336128947e-02,3.416829523832901061e-02,-1.012464317475786635e-01,4.407344471593821478e-01
-1.052922265547286962e-01,-9.087714180955824839e-02,-1.648747947363726762e-02,-1.604277856603563424e-01,-1.056133600182971310e-01
-1.046697736220715269e-01,-8.674829239619452625e-02,-1.053547403200075228e-02,-1.536962020592611555e-01,-1.085192290377312574e-01
-1.019039651772943866e-01,-6.808798276155780815e-02,1.586822375536775520e-02,-1.231887724829856812e-01,8.353799581527698859e-02
-1.009105078037364489e-01,-6.024485608957114158e-02,2.663723689933672478e-02,-1.104228004921962158e-01,2.641872587773692049e-01
-1.060154639289525580e-01,-9.669734853815659115e-02,-2.477894214919565408e-02,-1.698611820997265043e-01,-2.660863046537185195e-01
-1.044043634445257496e-01,-8.678345725418190604e-02,-1.031392812728881836e-02,-1.537134339788564785e-01,-3.315978891300390696e-01
7.827326076659113507e-02,1.255668140892618467e-03,8.795198027719344780e-03,-1.096078802243630607e-01,-4.204804897308348499e-01
-1.015745983003871755e-01,-6.872171841985819096e-02,1.537751668870820931e-02,-1.241439309433922666e-01,-1.201382687241036029e-01
1.640276440875358954e-01,2.567161738479556421e-02,-9.548548294368228162e-03,-1.186325807508536723e-01,-4.270085096359252930e-01
2.146489465224198367e-01,5.304360830494370127e-02,3.158796521945950175e-05,-1.013679412290223736e-01,-4.254605174064636230e-01
3.601101837490743862e-01,1.216289566171461778e-01,1.119154015633458399e-02,-6.935355753144217816e-02,-4.255745410919189453e-01
3.852870502509097572e-01,1.369369830148582101e-01,1.854562650301851828e-02,-5.762056889306507723e-02,-4.236736893653869629e-01
-1.034872051495224765e-01,-7.476809736508038817e-02,1.502471468341885774e-02,-1.424289532561799909e-01,3.871970669547123989e-01
-1.027605036800814942e-01,-6.951830003501202615e-02,2.236654897321063706e-02,-1.338844884572648608e-01,3.767359915171706874e-01
