-3.30E-03,2.51E-02,-5.67E-02,3.46E+00,-7.67E-01,9.07E-01,,0%,-3%,-6%
2.29E-02,1.75E-02,2.81E-02,4.89E+00,-1.89E+00,-5.22E-01,,0%,-1%,-5%
-6.39E-02,-9.07E-02,5.99E-02,6.18E+00,-5.53E+00,-1.81E+00,,-1%,2%,-3%
8.89E-03,-9.00E-02,4.70E-02,-3.72E+00,-8.93E+00,1.14E+01,,0%,1%,0%
-1.69E-01,4.69E-02,1.85E-01,-5.86E+00,-1.08E+01,1.14E+01,,3%,0%,2%
7.24E-02,-1.64E-03,-8.18E-02,6.56E+00,-5.55E+00,-2.19E+00,,1%,0%,4%
-3.59E-02,-7.77E-02,-1.41E-03,2.04E+00,-9.48E+00,1.14E+01,,-2%,1%,0%
7.07E-02,-2.38E-01,1.21E-01,2.95E+00,4.98E-01,1.42E+00,,2%,-48%,9%
1.70E-03,2.23E-02,-4.30E-02,3.15E-01,-8.61E+00,1.14E+01,,1%,0%,0%
5.36E-03,1.59E-01,-5.59E-02,3.15E-01,-7.89E+00,1.14E+01,,2%,-2%,0%
-3.13E-02,-1.02E-01,3.61E-02,4.28E+00,-1.81E+00,8.90E-02,,-1%,6%,41%
-1.65E-01,-2.29E-02,-4.31E-02,-7.09E+00,-8.20E+00,1.14E+01,,2%,0%,0%
-4.59E-02,-5.17E-02,1.40E-02,6.32E+00,-3.15E+00,-1.95E+00,,-1%,2%,-1%
-4.44E-02,-4.21E-02,2.77E-02,4.98E+00,-3.67E+00,-6.14E-01,,-1%,1%,-5%
6.93E-02,1.17E-01,-1.24E-01,-7.60E+00,-8.76E+00,1.14E+01,,-1%,-1%,-1%
-1.32E-01,-8.39E-02,-9.70E-02,-5.92E+00,-7.86E+00,1.14E+01,,2%,1%,-1%
1.29E-02,1.88E-01,-5.54E-02,-5.47E-01,-8.11E+00,1.14E+01,,-2%,-2%,0%
-8.62E-02,-2.04E-01,-5.28E-03,6.70E+00,-3.12E+00,-2.33E+00,,-1%,7%,0%
-2.20E-02,-9.55E-04,-1.95E-02,2.50E+00,-1.69E+00,1.87E+00,,-1%,0%,-1%
1.43E-01,2.47E-01,-2.90E-02,-2.01E+00,-7.86E+00,1.14E+01,,-7%,-3%,0%
2.15E-02,8.94E-02,-6.37E-02,6.12E+00,-4.97E+00,-1.75E+00,,0%,-2%,4%
